MATRICULE;DEPARTEMENT;FRANCE SERVICES;ADRESSE;COMPLEMENT D'ADRESSE;CODE INSEE;CODE POSTAL;COMMUNE;LATITUDE;LONGITUDE;CONTACT MAIL;TELEPHONE;TYPE STRUCTURE PORTEUSE;STRUCTURE PORTEUSE;HORAIRES LUNDI;HORAIRES MARDI;HORAIRES MERCREDI;HORAIRES JEUDI;HORAIRES VENDREDI;HORAIRES SAMEDI;ITINERANCE
363;61;Coeur du Perche - Rémalard en Perche;23 rue de l’église;Mairie de Rémalard en Perche;61345;61110;REMALARD EN PERCHE;48,429186;0,774625;mairie@remalardenperche.fr;;Collectivité;"Communauté de Communes Coeur du Perche";8:30 - 12:30 / 13:30 - 18:00;8:30 - 12:30 / Sur RDV : 16:00 - 18:00;8:30 - 12:30 / Sur RDV : 14:00 - 18:00;8:30 - 12:30 / Sur RDV : 15:00 - 18:00;8:30 - 12:30 / 13:30 - 18:00 ;10:00 - 12:00;
364;61;L’Aigle;Rue de la Merillière;;61214;61300;L AIGLE;48,761952;0,619649;accueilmsap@ville-laigle.fr;;Collectivité;Commune de L’Aigle;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 16:30;-;
366;62;Maison de la Morinie;6 place de la morinie;;62811;62129;THEROUANNE;50,638303;2,256897;;;Collectivité;Communauté d’agglomération du pays de saint-omer;8:30 - 12:15 / 13:30 - 17:00;8:30 - 12:15 / 13:30 - 17:00;8:30 - 12:15 / 13:30 - 17:00;8:30 - 12:15 / 13:30 - 17:00;8:30 - 12:15 / 13:30 - 17:00;-;
367;62;Maison Intercommunale Pour Tous;38, rue des Potiers;;62268;62240;DESVRES;50,66755;1,837535;;;Collectivité;Communauté de communes de Desvres-Samer;9:00 - 12:30 / 14:30 - 17:30;9:00 - 12:30 / 14:30 - 17:30;9:00 - 12:30 / 14:30 - 17:00;9:00 - 12:30 / 14:30 - 17:30;9:00 - 12:30 / 14:30 - 17:30;1 samedi sur 2 : 9:00 - 12:30;Oui
368;62;PIMMS de Lens;49 place du Général de Gaulle;;62498;62300;LENS;50,426606;2,829288;lens@pimms.org;3 21 28 78 17;PIMMS;Union Nationale des PIMMS;13:30 - 17:15;9:00 - 12:00 / 13:30 - 17:15;9:00 - 18:00;9:00 - 12:00 / 13:30 - 17:15;9:00 - 12:00 / 13:30 - 17:15;-;
369;62;Pays d'opale;9 Avenue de la Libération;;62397;62340;GUINES;50,86622;1,86873;;;Collectivité;Communauté de communes du Pays d’Opale;8:00 - 12:30 / 13:30 - 17:00;8:00 - 12:30 / 13:30 - 17:00;8:00 - 12:30 / 13:30 - 17:00;8:00 - 12:30 / 13:30 - 17:00;8:00 - 12:30 / 13:30 - 17:00;-;
370;62;Lumbres;1 chemin du Pressart;;62534;62380;LUMBRES;50,705925;2,1189;;;Collectivité;Communauté de communes du Pays de Lumbres;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;
371;62;Maison Service public +;Place du 4 Septembre;;62119;62400;BETHUNE;50,53036;2,638323;;;Collectivité;Ville de Béthune;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;
372;62;PIMMS mobile Services Intinérants entre Béthune et Aire-sur-la-Lys;100 avenue de Londres;;62119;62411;BETHUNE;50,516311;2,626759;lens@pimms.org;3 21 28 78 17;PIMMS;Union Nationale des PIMMS;9:00 - 16:30 selon planning permanences;9:00 - 16:30 selon planning permanences;9:00 - 16:30 selon planning permanences;9:00 - 16:30 selon planning permanences;9:00 - 16:30 selon planning permanences;-;Oui
374;62;PIMMS de Bruay-la-buissière;440 rue Honorat et Christian Bouilliez;;62178;62700;BRUAY;;;artois@pimms.org;3 21 52 99 78;PIMMS;Union Nationale des PIMMS;13:00 - 16:30;8:30 - 12:00 / 13:00 - 16:30;8:30 - 12:00 / 13:00 - 16:30;8:30 - 16:30;8:30 - 12:00 / 13:00 - 16:30;-;
375;62;PIMMS de Libercourt;Place de la gare;;62907;62820;LIBERCOURT;50,473636;3,000173;libercourt@pimms.org;3 91 83 18 65;PIMMS;Union Nationale des PIMMS;13:45 - 18:30;9:00 - 12:00 / 13:45 - 18:30;9:00 - 12:00 / 13:45 - 17:30;10:00 - 18:30;9:00 - 12:00 / 13:45 - 17:30;-;
377;63;Pontgibaud;5 rue des frères Gnestier;;63285;63230;PONTGIBAUD;45,833365;2,852967;;4 73 88 75 58;Collectivité;CC Chavanon Combrailles et Volcans;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 16:00;-;
378;63;Mont Dore relais Sancy;6 avenue du Général Leclerc;;63236;63240;LE MONT DORE;45,57527;2,810293;contact@lerelais-sancy.org; 64 77 91 30;Collectivité;CC du Massif du Sancy;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;-;-;
379;63;Pontaumur;6 avenue des Marroniers;;63283;63380;PONTAUMUR;45,868269;2,675252;;4 73 79 70 70;Collectivité;CC Chavanon Combrailles et Volcans;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 16:00;-;
380;63;Saint Gervais;Rue Fontaine de la Ville;;63354;63390;ST GERVAIS D AUVERGNE;46,02938;2,820765;ville.st.gervais.auvergne@wanadoo.fr ;;Collectivité;mairie de St Gervais d’Auvergne;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:00;
381;63;Viverols;3 place de l’église;;63465;63600;VIVEROLS;45,433359;3,883726;;;Collectivité;CC Ambert Livradois Forez;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 16:30;-;
382;63;Giat;1 place du champs de foire;Bâtiment de la Mairie;63165;63620;GIAT;45,80823;2,469049;franceservices.giat@ccvcommunaute.fr;4 73 21 71 67;Collectivité;CC Chavanon Combrailles et Volcans;9:00 - 12:00 ;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 ;9:00 - 12:00 / 14:00 - 17:00;-;
383;63;Bourg Lastic;4 route de Tulle;;63048;63760;BOURG LASTIC;45,648029;2,557594;msap.bourglastic@ccvcommunaute.fr;4 73 21 88 68;Collectivité;CC Chavanon Combrailles et Volcans;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 16:00;-;
385;64;Mauléon-Licharre;15 Avenue Maréchal Foch;;64102;64100;BAYONNE;43,493858;-1,482345;;;Collectivité;CAPB;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;-;
386;64;Mourenx;2 Place du Béarn;;64410;64150;MOURENX;43,371361;-0,629368;;;Association;Association loi 1901;14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 17:00;-;
387;65;Tarbes Laubadère;10 Avenue Antoine de Saint-exupéry;;65440;65000;TARBES;43,2432;0,063311;;;La Poste;La Poste;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;-;
389;65;Rabastens en Bigorre;16 place centrale;;65375;65140;RABASTENS DE BIGORRE;43,387473;0,15968;;;Collectivité;CC Adour Madiran;8:30 - 12:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 ;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;-;
390;65;Saint-Lary-Soulan;36 rue Vincent Mir;Galerie Commerciale;65388;65170;ST LARY SOULAN;42,816079;0,32982;;;Association;Guichet Initiative Pluriactivité Emploi (GIPE);9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;-;
392;65;Haute Bigorre;30 avenue Géruzet;;65059;65200;BAGNERES DE BIGORRE;43,068334;0,151224;;;Collectivité;CC de la Haute-Bigorre;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;
393;65;Coteaux;31 Place de la Mairie;;65452;65220;TRIE SUR BAISE;43,320486;0,37906;pointpublic.coteaux@orange.fr;;Collectivité;PETR des coteaux;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;
395;65;Pierrefitte-Nestalas;Place Jean Jaurès;;65362;65260;PIERREFITTE NESTALAS;42,9696;-0,074149;;;La Poste;La Poste;9:30 - 12:00 / 13:30 - 16:45;9:30 - 12:00 / 13:30 - 16:45;9:30 - 12:00 / 13:30 - 16:45;9:30 - 12:00 / 13:30 - 16:45;9:30 - 12:00 / 13:30 - 16:45;9:00 - 12:00;
397;65;Sarp;Maison de la Barousse;Centre Village ;65407;65370;SARP;;;communaute-de-communes@neste-barousse.fr;;;CC Neste Barousse;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;-;
398;65;Vic-en-Bigorre;21 Place du Corps Franc Pommies;;65460;65500;VIC EN BIGORRE;43,38676;0,054881;;;Collectivité;CC Adour Madiran;8:30 - 12:30;8:30 - 12:30 / 14:00 - 18:00;8:30 - 12:30 / 14:00 - 18:00;8:30 - 12:30 / 14:00 - 18:00;8:30 - 12:30 / 14:00 - 17:00;-;
399;65;Maubourguet;179 Place de la Libération;Centre culturel Jean Glavany;65304;65700;MAUBOURGUET;;;cyberbase@adour-madiran.fr;5 62 96 07 93;Collectivité;CC Adour Madiran;9:00 - 12:30 / 14:00 - 16:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 16:00 - 18:00; 14:00 - 18:00;9:00 - 12:30 / 14:00 - 18:00;-;
400;66;Ille sur têt;3 rue de bourdeville;;06688;66130;ILLE SUR TET;42,66962;2,623884;france.services@roussillon-conflent.fr;4 68 38 96 55;Collectivité;communauté de communes Roussillon Conflent;9:00 - 13:00 / 13:30 - 17:00;9:00 - 13:00 / 13:30 - 16:00;9:00 - 12:00;9:00 - 13:00 / 13:30 - 17:00;9:00 - 13:00 / 13:30 - 17:00;-;
401;66;Arles sur Tech;32 Rue du Barri d'Amont;;06609;66150;ARLES SUR TECH;42,455165;2,632069;;;Collectivité;communauté de communes du Haut Vallespir;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;-;
402;66;Banyuls sur mer;Place Dina Vierny;;66016;66650;BANYULS SUR MER;42,483534;3,129673;ccas.banyuls@banyuls-sur-mer.com;;Collectivité;commune de Banyuls sur mer;9:00 - 12:00 / 13:00 - 16:00;9:00 - 12:00 / 13:00 - 16:00;9:00 - 12:00 / 13:00 - 16:00;9:00 - 12:00 / 13:00 - 16:00;9:00 - 12:00;-;
403;66;Tautavel;Place de la République;;66205;66720;TAUTAVEL;42,814194;2,745516;msap.tautavel@orange.fr;;Collectivité;commune de Tautavel;15:00 - 19:00;9:15 - 12:15 / 15:00 - 18:00;9:15 - 12:15;9:15 - 12:15 / 15:00 - 19:00;8:30 - 12:30;-;
404;67;Strasbourg Lizé;3 Rue de Hautefort;;67482;67100;STRASBOURG;48,549201;7,768703;;3 90 40 42 88;La Poste;La Poste;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;
405;67;Schirmeck;114 Grand'Rue;;67448;67130;SCHIRMECK;48,478335;7,218349;;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
406;67;Villé;2 a Rue du Haut Koenigsbourg;;67507;67220;VILLE;48,342069;7,307902;;;La Poste;La Poste;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
407;67;Wasselonne;33 Rue des Pins;;67520;67310;WASSELONNE;48,644395;7,449727;franceservices@mossigvignoble.fr;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
408;67;Sarre-Union;14 Rue Vincent d'Indy;;67434;67320;SARRE UNION;48,933034;7,94915;;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
409;67;Durrenbach;1 Rue de l'Obermatt;;67110;67360;DURRENBACH;48,9976;7,749898;;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
410;67;Truchtersheim;32 Rue des Romains;;67495;67370;TRUCHTERSHEIM;48,664588;7,606664;;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
411;67;Saverne;3 Rue du Tribunal;;67437;67700;SAVERNE;48,7491;7,363901;;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
412;68;Altkirch;5 Rue Charles de Gaulle;;68004;68130;ALTKIRCH;47,622537;7,235773;;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
413;70;Lavoncourt;12 Rue du Tire Sachot;;70299;70120;LAVONCOURT;;;;03 84 76 58 44;Collectivité;CIAS;13:30 - 18:00;8:30 - 12:00 / 13:30 - 18:00;13:30 - 16:30;8:30 - 12:00;13:00 - 18:00;-;
414;70;Rioz;Place du Souvenir Français;;70447;70190;RIOZ;47,421905;6,068824;msaprioz@gmail.com;;Association;Association du Pays des 7 rivières;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;
415;70;Quers;1 bis Rue de l'Eglise;;70432;70200;QUERS;47,735178;6,424572;;3 84 94 78 95;Collectivité;Communauté de communes du Triangle Vert;9:00 - 12:00 / 14:00 - 18:30;8:30 - 12:00 / 14:00 - 18:30;16:30 - 18:30;8:30 - 12:00 / 14:00 - 18:30;9:00 - 12:00 / 14:00 - 18:30;8:30 - 12:00 ;
416;70;Champagney;Place du General Charles de Gaulle;;70120;70290;CHAMPAGNEY;47,704821;6,685221;;;Collectivité;communauté de communes de Rahin et Cherimont;8:30 - 12:00 / 12:30 - 17:00; 8:30 - 12:00 / 12:30 - 17:00; 8:30 - 12:00 / 13:30 - 16:30; 8:30 - 12:00; 8:30 - 12:00 / 12:30 - 16:00;-;
417;70;Haute Comté;57 Rue des Ballastiéres;;70171;70320;CORBENAY;47,885222;6,29228;msappij@cchc.fr;3 84 49 76 25;Collectivité;Communauté de communes de la Haute Comté;8:30 - 12:00 / 13:30 - 16:30;8:30 - 12:00 / 13:30 - 16:30;8:30 - 12:00 / 13:30 - 16:30;8:30 - 12:00 / 13:30 - 16:30;8:30 - 12:00 / 13:30 - 16:30;-;
419;71;PIMMS de Chauffailles;Place de la Gare;;71120;71170;CHAUFFAILLES;46,207637;4,344631;pimmscantondechauffailles@pimms.org;3 85 24 29 50;PIMMS;Union Nationale des PIMMS;6:00 - 11:45 / 13:00 - 17:00;7:30 - 11:45 / 13:00 - 17:00;7:30 - 15:00;7:30 - 11:45 / 13:00 - 17:00;7:30 - 11:45 / 13:00 - 17:00;-;
420;71;PIMMS Val de Joux;Place de la Poste;;71394;71220;ST BONNET DE JOUX;46,481401;4,438974;pimmsvaldejoux@pimms.org; 38 57 93 26;PIMMS;Union Nationale des PIMMS;8:45 - 11:45 / 13:30 - 16:30 ;8:45 - 11:45 / 13:30 - 16:30 ;8:45 - 11:45 / 13:30 - 16:30 ;8:45 - 11:45 / 13:30 - 16:30 ;8:45 - 16:00;10:00 - 12:00;
421;71;Sennecey-le-Grand;32 Rue des Muriers;;71512;71240;SENNECEY LE GRAND;46,644575;4,861923;;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
422;71;PIMMS de Melay;Le bourg;;71291;71340;MELAY;46,206828;3,97289;melay@pimms.org; 38 57 93 26;PIMMS;Union Nationale des PIMMS;8:30 - 12:00;8:30 - 12:00;8:30 - 12:00;8:30 - 12:00;8:30 - 16:00;9:00 - 12:00;
423;71;Verdun-sur-le-Doubs;16 Rue de la République;;71566;71350;VERDUN SUR LE DOUBS;;;ccsaonedoubsbresse@orange.fr;3 85 91 66 16;Collectivité;Communauté de communes Saône Doubs Bresse;8:45 - 12:15 / 13:30 - 17:00;8:45 - 12:15 / 13:30 - 17:00;8:45 - 12:15 / 13:30 - 17:00;8:45 - 12:15 / 13:30 - 17:00;8:45 - 12:15 / 13:30 - 17:00;-;
424;72;CC Haute Sarthe Alpes mancelles;2 Rue Abbé Lelièvre;;72138;72130;FRESNAY SUR SARTHE;48,284464;0,023315;;;Collectivité;Communauté de communes;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:00 / 14:00 - 18:30;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:30;-;
425;72;Brûlon;1, place Albert Liébault;;72050;72350;BRULON;47,96705;-0,23348;;;Collectivité;Commune;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30;-;
426;72;CC Sud Sarthe;28 place Neuve;;72176;72800;LE LUDE;47,645258;0,156936;msap@comcomsudsarthe.fr;;Collectivité;Communauté de communes;9:00 - 12:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30;-;
427;73;Valgelon La Rochette;Allée des grillons;;73215;73110;LA ROCHETTE;45,463532;6,119628;msap.larochette@cc.coeurdesavoie.fr;4 79 65 36 02;Collectivité;Communauté de commune cœur de Savoie;14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:30 ;9:00 - 12:30 / 14:00 - 17:30 ;9:00 - 12:30 / 14:00 - 17:30 ;9:00 - 12:30 / 14:00 - 17:30 ;-;
428;73;St Michel de Maurienne;25 bis rue du Général Ferrié;;73261;73140;ST MICHEL DE MAURIENNE;45,216632;6,473134;;;Association;Centre social Mosaïcaa;8:00 - 12:30 / 14:00 - 17:30;14:00 - 18:00;9:00 - 13:00 / 14:00 - 17:30;14:00 - 17:30;9:00 - 13:00;-;
429;73;Yenne;8 place du kiosque;;73330;73170;YENNE;45,70223;5,756873;mfs@ccyenne.fr;;Collectivité;Communauté de commune de Yenne;8:30 - 12:30 / 13:30 - 17:30;13:30 - 17:30;8:30 - 12:30;13:30 - 17:30;8:30 - 12:30;-;
430;73;Entrelacs;60 rue Joseph Michaud Albens;;73010;73410;ENTRELACS;45,785443;5,946042;;;Collectivité;Communauté d'agglomération Grand Lac;8:00 - 16:45;8:30 - 12:30;8:30 - 12:30;8:00 - 16:45;8:30 - 12:30;-;
431;74;Haut-Chablais;44 route de Morzine ;;74188;74110;MONTRIOND;46,196773;6,694353;direction@hautchablais.fr;;Collectivité;Com com du Haut-Chablais;8:30 - 12:30 / 14:00 - 16:30;8:30 - 12:30 / 14:00 - 16:30;8:30 - 12:30 / 14:00 - 16:30;8:30 - 12:30 / 14:00 - 16:30;8:30 - 12:30;-;
432;74;Faucigny Glières;100 rue Paul Verlaine;;74042;74130;BONNEVILLE;46,074564;6,49192;;;Association;Faucigny Mont Blanc Développement;13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 16:00;-;
433;74;Gaillard;159 rue de genève;;74133;74240;GAILLARD;46,192038;6,206854;;;Collectivité;CCAS de Gaillard;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;-;
434;74;Pays du Mont Blanc;19 rue Justin;;74256;74700;SALLANCHES;45,937423;6,629827;;;Association;Faucigny Mont Blanc Développement;13:30 - 17:00;13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;
435;75;PIMMS Paris Sud-Est;181 avenue Daumesnil;;75112;75012;PARIS;;;paris-sud-est@pimms.org;01 44 67 27 00;PIMMS;Union Nationale des PIMMS;13:00 - 18:00;10:00 - 13:00 / 14:00 - 18:00;10:00 - 13:00 / 14:00 - 18:00;10:00 - 13:00 / 14:00 - 18:00;10:00 - 13:00 / 14:00 - 17:00 ;-;
436;75;PIMMS Paris Sud;22 rue de la Saïda;;75115;75015;PARIS;48,831832;2,295756;paris-sud@pimms.org;1 45 31 65 80;PIMMS;Union Nationale des PIMMS;14:00 - 17:30 ;9:30 - 13:00 / 14:00 - 17:30 ;9:30 - 13:00 / 14:00 - 17:30 ;9:30 - 13:00 / 14:00 - 17:30 ;9:30 - 13:00 / 14:00 - 17:00 ;-;
437;75;PIMMS Paris Nord-Est;3 bis rue Jacques Kablé;;75118;75018;PARIS;48,886118;2,362548;paris-nord-est@pimms.org;1 40 38 64 65;PIMMS;Union Nationale des PIMMS;14:00 - 17:30 ;9:30 - 13:00 / 14:00 - 17:30 ;9:30 - 13:00 / 14:00 - 17:30 ;9:30 - 13:00 / 14:00 - 17:30 ;9:30 - 13:00 / 14:00 - 17:00 ;-;
438;75;PIMMS Paris Est;18 rue Ramus;;75120;75020;PARIS;48,862293;2,399418;paris-est@pimms.org;1 44 64 00 62;PIMMS;Union Nationale des PIMMS;14:00 - 17:30 ;9:30 - 13:00 / 14:00 - 17:30 ;9:30 - 13:00 / 14:00 - 17:30 ;9:30 - 13:00 / 14:00 - 17:30 ;9:30 - 13:00 / 14:00 - 17:00 ;-;
442;76;Poste de Gournay;Place d'Armes ;;76312;76220;GOURNAY;49,483175;1,722545;;;La Poste;La Poste;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;
443;76;Relais accueil des gens du voyage de l’agglomération rouennaise;4 chemin de Halage;;76681;76300;SOTTEVILLE LES ROUEN;49,424699;1,107833;centresocial@ragv.fr;;Association;"Centre social associatif Relais d’Accueil
 des Gens du Voyage";9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;-;
444;76;Blangy / Bresle;18 rue du Brianchon;;76101;76340;BLANGY SUR BRESLE;49,92628;1,62991;;;Association;ASSOCIATION CARAVELLES;9:15 - 12:30 / 13:30 - 17:00;9:15 - 12:30 / 13:30 - 17:00;9:15 - 12:30 / 13:30 - 17:00;9:15 - 12:30 / 13:30 - 17:00;13:30 - 17:00;-;Oui
445;76;Oissel sur Seine;rue de la Liberté;;76484;76350;OISSEL;49,35997;1,97003;;;Collectivité;Mairie de Oissel - CCAS;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00;-;
446;76;Espace Public du Littoral;place de la gare;;76655;76460;ST VALERY EN CAUX;49,862342;0,712859;;;Collectivité;Communauté de communes de la Côte d’Albâtre;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 13:30 - 16:30;-;
447;76;Caux Seine agglo;5 avenue de la Sainte Gertrude;;76164;76490;RIVES EN SEINE;49,528046;0,722813;;;Collectivité;Communauté d’Agglomération Caux Seine Agglo;13:30 - 18:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;-;
448;76;Plateau de Caux de Doudeville;2 place du Général de Gaulle;;76219;76560;DOUDEVILLE;49,721656;0,785037;;;Collectivité;"Communauté de communes Plateau de Caux -
Doudeville - Yerville";9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;-;
449;76;Espaces numériques mobiles de Normandie - Le Havre;22, avenue du Général Archinar;Fodeno;76351;76600;LE HAVRE;49,491704;0,116875;;;Association;Association FODENO;9:30 - 12:00 / 13:30 - 16:00;9:30 - 12:00 / 13:30 - 16:00;9:30 - 12:00 / 13:30 - 16:00;9:30 - 12:00 / 13:30 - 16:00;9:30 - 12:00 / 13:30 - 16:00;-;Oui
450;76;Falaises du Talou;46 rue du Général de Gaulle;;76235;76630;ENVERMEU;49,8939;1,2682;msap@falaisesdutalou.fr;;Collectivité;Communauté de communes Falaises du Talou;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;-;
451;76;Centre social Caravelles;24 rue de l'audience;;76070;76680;BELLENCOMBRE;49,78359;1,224883;accueil.caravelles@orange.fr;;Association;ASSOCIATION CARAVELLES;9:15 - 12:30 / 13:30 - 17:00;9:15 - 12:30 / 13:30 - 17:00;9:15 - 12:30 / 13:30 - 17:00;9:15 - 12:30 / 13:30 - 17:00;13:30 - 17:00;-;Oui
